0,tweet,pos_neg,prep,polarity,subjectivity,bayes_prediction
4,Wants Don Burke to come and make over my garden ,pos,Wants Don Burke to come and make over my garden ,0.2,0.1,neg
4,@ResourcefulMom Exclamation points are happiness! I don't believe they can be overused. Feel free to pepper w/ them liberally!!!! ,pos, Exclamation points are happiness! I dont believe they can be overused. Feel free to pepper w them liberally!!!! ,0.92578125,0.5,neg
0,Tweet of the day LOL i miss him ,neg,Tweet of the day LOL i miss him ,0.8,0.7,pos
4,soooo wat u wearing @thatdope lol ,pos,soooo wat u wearing  lol ,0.8,0.7,pos
4,wish i could juss go somewhere else..... somewhere nice n warm.... ,pos,wish i could juss go somewhere else..... somewhere nice n warm.... ,0.6,0.8,neg
4,"@Leigh_Paikin Yeah  and I you where my Project Leader, I would look you straight in the eyes ",pos, Yeah  and I you where my Project Leader I would look you straight in the eyes ,0.2,0.4,pos
0,@askheyshiv eggs suck mate ,neg, eggs suck mate ,0.0,0.0,neg
0,@cutebug yeah same here... I have a bit of headache too... ick ,neg, yeah same here... I have a bit of headache too... ick ,0.0,0.125,neg
4,sharing thoughts with the moon ,pos,sharing thoughts with the moon ,0.0,0.0,pos
0,is cleaning house...  http://tinyurl.com/cezk4p,neg,is cleaning house...  ,0.0,0.0,pos
4,@Brittany6124 thank you ,pos, thank you ,0.0,0.0,pos
4,This is what i came home to today  yay anniversaries! http://yfrog.com/7g1hhj,pos,This is what i came home to today  yay anniversaries! ,0.0,0.0,neg
4,it's Friday! ,pos,its Friday! ,0.0,0.0,pos
4,"@TINFUL just don't buy packs. lol  only time i ever smoke is when its there, but not around guys. or family. lol =/ so, rarely ever now",pos, just dont buy packs. lol  only time i ever smoke is when its there but not around guys. or family. lol  so rarely ever now,0.475,0.825,neg
4,Bonjour Twitter ! ,pos,Bonjour Twitter ! ,0.0,0.0,pos
0,@BugJemm  not for too long I hope x,neg,  not for too long I hope x,-0.05,0.4,pos
0,cant wait til this time next week and is still obcessing over simon stead ,neg,cant wait til this time next week and is still obcessing over simon stead ,0.0,0.0,neg
4,"Got home last night from seeing Up, woke up, and now I'm going to see Up again this morning for free! I love working for Disney. ",pos,Got home last night from seeing Up woke up and now Im going to see Up again this morning for free! I love working for Disney. ,0.3333333333333333,0.4888888888888889,neg
0,"@witch_md No, just woke up. Don't wanna go to the dr. What if he just goes, you're fine, tapos 5 mins lang? Sayang naman ",neg, No just woke up. Dont wanna go to the dr. What if he just goes youre fine tapos 5 mins lang? Sayang naman ,0.4166666666666667,0.5,neg
0,i actually hate physics revision ,neg,i actually hate physics revision ,-0.8,0.9,neg
0,miss..... cousins  lajutah family gathering             P.S feeling despondent,neg,miss..... cousins  lajutah family gathering             P.S feeling despondent,0.0,0.0,neg
0,"I just got the E 74 error from my Xbox 360; in other words, it's dead  #fb",neg,I just got the E 74 error from my Xbox 360 in other words its dead  fb,-0.1625,0.3875,neg
0,"@Garythetwit Lucky you! I've got an hour and a half to go.  Wish I could go home now, I'm so tired. I just want to put my jamas on! ",neg, Lucky you! Ive got an hour and a half to go.  Wish I could go home now Im so tired. I just want to put my jamas on! ,-0.08333333333333333,0.5666666666666667,neg
0,@ReeseSondheim Yesyesyes!  I would love to be a part of an NF Hair production.  Though I think I might be illegal for me to get naked. ,neg, Yesyesyes!  I would love to be a part of an NF Hair production.  Though I think I might be illegal for me to get naked. ,0.0,0.5,pos
4,@white76 I'll be round for the bq on Monday! You look after mike well making him a egg and bacon sandwich ,pos, Ill be round for the bq on Monday! You look after mike well making him a egg and bacon sandwich ,-0.375,0.7,pos
4,Soo excited for tonight - it's date night! Owww ,pos,Soo excited for tonight  its date night! Owww ,0.46875,0.75,pos
4,I'm a sweet babysitter I watch the children and watch movies that don't have cussing in them and I play with them -Kassie ,pos,Im a sweet babysitter I watch the children and watch movies that dont have cussing in them and I play with them Kassie ,0.35,0.65,neg
4,"@bradiewebbstack haha, bradiee you are awesome to follow ",pos, haha bradiee you are awesome to follow ,0.6,0.65,pos
0,So tiredd. Working 8:30 - 7:30 ,neg,So tiredd. Working 830  730 ,0.0,0.0,neg
4,"@Siouxsinner Crossin' fingers &amp; toes for ya, girl. ",pos, Crossin fingers amp toes for ya girl. ,0.0,0.0,pos
4,"@bobtentpeg only two hours? How come? I know that some people are resistant, but some might even faint ;) Whole day off is a must ",pos, only two hours? How come? I know that some people are resistant but some might even faint  Whole day off is a must ,-0.1,0.7999999999999999,neg
0,Still no profil picture at #tweetie!   #twitter,neg,Still no profil picture at tweetie!   twitter,0.0,0.0,neg
0,VHD boot doesn't seem as easy as i'd hoped ,neg,VHD boot doesnt seem as easy as id hoped ,0.43333333333333335,0.8333333333333334,pos
0,@kearycolbert u ARE doing 5 much....buster! Where's my wings n things?  MsLika,neg, u ARE doing 5 much....buster! Wheres my wings n things?  MsLika,0.0,0.0,pos
4,@JoeJonas1Fan1 i love fly with me  especially the peter pan line. soo beautiful. &lt;3,pos, i love fly with me  especially the peter pan line. soo beautiful. lt3,0.5375,0.875,pos
4,@exoticmaya is dat at me! ,pos, is dat at me! ,0.0,0.0,neg
0,@SilverK9 oh man me too  I'm so bored out of my mind...,neg, oh man me too  Im so bored out of my mind...,-0.5,1.0,neg
4,"I love my porch chairs, they rock back &amp; forth, so relaxing. I'm cracking up right now w/ these kids. How fun it would be a child again  ",pos,I love my porch chairs they rock back amp forth so relaxing. Im cracking up right now w these kids. How fun it would be a child again  ,0.2714285714285714,0.3339285714285714,pos
0,it might as well jsut rain if the sun wont come out ,neg,it might as well jsut rain if the sun wont come out ,0.0,0.0,neg
4,@bellagirl1 Oh lucky you then ,pos, Oh lucky you then ,0.3333333333333333,0.8333333333333334,pos
4,"And judging on David's update, Hangover! ",pos,And judging on Davids update Hangover! ,0.0,0.0,pos
0,@deadlyhouses  When do you get to come home?,neg,  When do you get to come home?,0.0,0.0,neg
0,@sweetycbs that sucks ,neg, that sucks ,-0.3,0.3,neg
4,i always get a kick out of a drunk call from @ireneangella . ,pos,i always get a kick out of a drunk call from  . ,-0.5,1.0,pos
0,"@kjw30813 I'm in northern Michigan.Yes, we get the heat and humidity, too. ",neg, Im in northern Michigan.Yes we get the heat and humidity too. ,0.0,0.0,neg
0,"@CalEvans try #safari with blending colors  crashes are okay, but greyscale surfing sucks",neg, try safari with blending colors  crashes are okay but greyscale surfing sucks,0.1,0.4,neg
4,@saaam_ how was it last night? ,pos, how was it last night? ,0.0,0.06666666666666668,pos
0,Well looks like my savings will be going towards Kenny fund AND a new camera now..... ,neg,Well looks like my savings will be going towards Kenny fund AND a new camera now..... ,0.13636363636363635,0.4545454545454545,pos
0,"sanguine with shame: a macho gust of wind blew my dress over my head, on carnaby, revealing porridgesque arse &amp; small pants to sundry ",neg,sanguine with shame a macho gust of wind blew my dress over my head on carnaby revealing porridgesque arse amp small pants to sundry ,-0.25,0.4,neg
4,NEW SCARVES ,pos,NEW SCARVES ,0.13636363636363635,0.4545454545454545,pos
4,@mitchelmusso June 2nd is coming fassssttt....i can't wait ,pos, June 2nd is coming fassssttt....i cant wait ,0.0,0.0,pos
4,@cazob just emailed them about it.. lets get her to win ,pos, just emailed them about it.. lets get her to win ,0.8,0.4,pos
4,@eddieizzard - I'm sure nobody complained! ,pos,  Im sure nobody complained! ,0.0625,0.5444444444444444,pos
0,is wishing that ill feel better soon!! (i think im coming down with the flu!!) ,neg,is wishing that ill feel better soon!! i think im coming down with the flu!! ,0.012731481481481474,0.5962962962962963,neg
0,don't feel well and certain things are giving me a headache ,neg,dont feel well and certain things are giving me a headache ,0.21428571428571427,0.5714285714285714,neg
0,@KimKardashian aww im sorry girl that sucks ,neg, aww im sorry girl that sucks ,-0.16666666666666666,0.7333333333333333,neg
4,@nayira I know!! I gotta be fair I am absolutely loving it here... still can't believe i'm only ten mins walk away from the beach ,pos, I know!! I gotta be fair I am absolutely loving it here... still cant believe im only ten mins walk away from the beach ,0.325,0.7125,neg
4,"you gotta spend some time love. you gotta spend some time with me. and i know that you'll find love, i will possess your heart. ",pos,you gotta spend some time love. you gotta spend some time with me. and i know that youll find love i will possess your heart. ,0.5,0.6,pos
4,"@DarthArgance no,actually! it wasn't meant to, I had a lovely day! ",pos, noactually! it wasnt meant to I had a lovely day! ,0.625,0.75,pos
4,i got breakfast in bed today - thank you wifey! ,pos,i got breakfast in bed today  thank you wifey! ,0.0,0.0,pos
4,"@micolz ok will do just don't drop it in any puddles, leave it spine down, or dogear! ",pos, ok will do just dont drop it in any puddles leave it spine down or dogear! ,0.15277777777777776,0.3944444444444445,neg
0,@leepowell nope. made it no better or worse... Shame... ,neg, nope. made it no better or worse... Shame... ,-0.325,0.55,neg
0,"S0ME_GUY: my car wont start, some switch is broken  gotta buy a new one yay -.-",neg,S0ME_GUY my car wont start some switch is broken  gotta buy a new one yay .,-0.13181818181818186,0.4272727272727273,neg
0,@nikkie20six well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx,neg, well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx,0.78125,0.8333333333333334,neg
0,"Whatever happened to those chocolate cigarettes replete with rice paper, 'filter' and fag packet... I miss 'em. ",neg,Whatever happened to those chocolate cigarettes replete with rice paper filter and fag packet... I miss em. ,0.0,0.0,neg
4,"Right, thats me offski ... time to sleep as I do it quite well. Nunight you crazy kids ",pos,Right thats me offski ... time to sleep as I do it quite well. Nunight you crazy kids ,-0.15714285714285714,0.7178571428571429,pos
0,@loveandlyrics @treetown Ok 10:20?   Lyric tell your mom asap,neg,  Ok 1020?   Lyric tell your mom asap,0.375,0.575,pos
0,Finishing pre-surgery phys therapy session on my left shoulder. Monday is THE DAY ,neg,Finishing presurgery phys therapy session on my left shoulder. Monday is THE DAY ,0.0,0.0,pos
4,Eating cereal. ,pos,Eating cereal. ,0.0,0.0,pos
0,@jondagus i miss you ,neg, i miss you ,0.0,0.0,neg
4,@gfalcone601 Are you going to be at Manchester? ,pos, Are you going to be at Manchester? ,0.0,0.0,neg
0,i think my adorable sewing machine hates me ,neg,i think my adorable sewing machine hates me ,0.5,1.0,neg
4,"@ammaryasir Dude, i did send a reply to your email ",pos, Dude i did send a reply to your email ,0.0,0.0,pos
4,Just blocked someone. His tweets are Creepy!! I hope you know who you are. Off my linked in as well. kthxbaii! ,pos,Just blocked someone. His tweets are Creepy!! I hope you know who you are. Off my linked in as well. kthxbaii! ,-0.9765625,1.0,pos
0,is sad that the weekend is almost over!!!! ,neg,is sad that the weekend is almost over!!!! ,-1.0,1.0,neg
0,RIP - Canon A570IS.  It's officially dead ,neg,RIP  Canon A570IS.  Its officially dead ,-0.2,0.4,neg
0,boo!  weekend is over!  watching the dukes! =P,neg,boo!  weekend is over!  watching the dukes! P,0.0,0.0,pos
0,I'm home... safe. I can't share my crazy morning with TwitterLand because my TwitterTexts are not showing up... ,neg,Im home... safe. I cant share my crazy morning with TwitterLand because my TwitterTexts are not showing up... ,-0.04999999999999999,0.7,neg
4,"http://bit.ly/qel4t scary, or amazing. Depends ",pos, scary or amazing. Depends ,0.05000000000000005,0.95,pos
0,@texanoutofwater  yeah its expensive,neg,  yeah its expensive,-0.5,0.7,neg
4,"@ArunBasilLal Yeah, and what more important is they made it Open Source! ",pos, Yeah and what more important is they made it Open Source! ,0.3,0.6666666666666666,pos
0,"Thanks to all new followers! I don't know why I'm not getting anyone following today  Whem it is possible, I'll return! Peace ..",neg,Thanks to all new followers! I dont know why Im not getting anyone following today  Whem it is possible Ill return! Peace ..,-0.0509090909090909,0.5509090909090909,pos
4,wonders if all that muscadel on the golf course yesterday has impaired her ability to function properly today ,pos,wonders if all that muscadel on the golf course yesterday has impaired her ability to function properly today ,0.0,0.1,pos
0,just read that my hometown's firework show is canceled this year due to lack of funds.  So sad ,neg,just read that my hometowns firework show is canceled this year due to lack of funds.  So sad ,-0.3125,0.6875,neg
0,Ahhh My pictures don't work ,neg,Ahhh My pictures dont work ,0.0,0.0,neg
0,@Eggface mine was 54. i was 5 months preg and it was my anniversary. ,neg, mine was 54. i was 5 months preg and it was my anniversary. ,0.0,0.0,pos
4,@blackjkspollock @Artomatcarol  Do you ever go? // It's been a couple years. Drive by it often...just not in. ;-)  My son frequents it. ,pos,   Do you ever go?  Its been a couple years. Drive by it often...just not in.   My son frequents it. ,0.0,0.0,neg
4,@DavidArchie We're watching too! You were great when you sang on SIS &amp; Eat Bulaga! Can't wait `til Saturdaaaay. ,pos, Were watching too! You were great when you sang on SIS amp Eat Bulaga! Cant wait til Saturdaaaay. ,1.0,0.75,pos
0,Zelda photoshoot tomorrow. Did 2 yesterday. I still need a real job  CosplayDeviants takes a long time to pay and I could use money ASAP,neg,Zelda photoshoot tomorrow. Did 2 yesterday. I still need a real job  CosplayDeviants takes a long time to pay and I could use money ASAP,0.07500000000000001,0.35000000000000003,neg
4,Chillin at home... Jus got my baby back from here father so we jus chillin ,pos,Chillin at home... Jus got my baby back from here father so we jus chillin ,0.0,0.0,neg
4,home from work &amp; havin a wonderful day  qoin to my parent's house if i dont have to work a double. TXT THE CELLULAR !,pos,home from work amp havin a wonderful day  qoin to my parents house if i dont have to work a double. TXT THE CELLULAR !,0.5,0.5,neg
0,tired  lacrosse then shopping with laura!,neg,tired  lacrosse then shopping with laura!,-0.5,0.7,pos
0,well fuck that plan... motorcycle won't keep me above 60mph... and died 5 times... back at home ,neg,well fuck that plan... motorcycle wont keep me above 60mph... and died 5 times... back at home ,-0.13333333333333333,0.2333333333333333,neg
4,@leoh1llary Feel like quitting Sydney and moving up here! Anyone on north coast NSW looking for a marketing manager/digital specialist? ,pos, Feel like quitting Sydney and moving up here! Anyone on north coast NSW looking for a marketing managerdigital specialist? ,0.0,0.0,neg
0,wants 2 go home ,neg,wants 2 go home ,0.2,0.1,neg
4,"@lisabeth515 Actually, it's Q4.   via @MonMitch What are the existing humane standards for animal care and transport? #agchat",pos, Actually its Q4.   via  What are the existing humane standards for animal care and transport? agchat,0.0,0.1,neg
0,does NOT like copycats...  disappointed to see photographers copying other photographers... *sigh* what happened to integrity? ,neg,does NOT like copycats...  disappointed to see photographers copying other photographers... sigh what happened to integrity? ,-0.4375,0.5625,neg
0,"Omfg, goodbye comfort and hello sleeping in bushes  Need to start packing, god help me.",neg,Omfg goodbye comfort and hello sleeping in bushes  Need to start packing god help me.,0.0,0.0,neg
0,AP = amazing!!!  So sad I can't go Friday    //  go to see some falls in Niagara,neg,AP  amazing!!!  So sad I cant go Friday      go to see some falls in Niagara,0.25,0.95,neg
0,As quickly as the money came.. ,neg,As quickly as the money came.. ,0.3333333333333333,0.5,pos
0,I think I have a fever... ,neg,I think I have a fever... ,0.0,0.0,neg
0,@iampritty  I'm sorry!  I am sure it will work out for you!,neg,  Im sorry!  I am sure it will work out for you!,0.0,0.9444444444444444,neg
0,IM SO WACTHIN RUNS HOUSE DO I SEE MY BOO &quot;JA RLE&quot;&quot;&quot;ITSSS MURDERRRR (JA VOICE)DAMN I MISS THEM DAYS ,neg,IM SO WACTHIN RUNS HOUSE DO I SEE MY BOO quotJA RLEquotquotquotITSSS MURDERRRR JA VOICEDAMN I MISS THEM DAYS ,0.0,0.0,pos
4,"@Memset_kate it does not get any better than waking up to Lily Allen, great way to start the day ",pos, it does not get any better than waking up to Lily Allen great way to start the day ,0.65,0.625,pos
0,@mobsterrific i'll be doing face painting for primary (AM) and intermediate (PM) so malamang di ako makaalis sa pwesto ko to take pics ,neg, ill be doing face painting for primary AM and intermediate PM so malamang di ako makaalis sa pwesto ko to take pics ,-0.04999999999999999,0.75,pos
0,@pearsonified Someone spammed your becoming a celeb post on ur site. I got 24 mails this morning. Sorry to give you bad news. ,neg, Someone spammed your becoming a celeb post on ur site. I got 24 mails this morning. Sorry to give you bad news. ,-0.2499999999999999,0.8388888888888889,neg
0,just called in... and I have to be at Jury Duty tomorrow morning at 9am... gee... i wont be buying a lottery ticket tonight ,neg,just called in... and I have to be at Jury Duty tomorrow morning at 9am... gee... i wont be buying a lottery ticket tonight ,0.0,0.0,neg
0,@KGraceLive I don't remember the swamp thing movie ,neg, I dont remember the swamp thing movie ,0.0,0.0,neg
4,@Geraldy oh of course bb ,pos, oh of course bb ,0.0,0.0,pos
4,"WOOT WOOT!! I just managed to get my hands on the Man Utd Asia Tour tix!! *phew* Rooney boy, here I come!!!! ",pos,WOOT WOOT!! I just managed to get my hands on the Man Utd Asia Tour tix!! phew Rooney boy here I come!!!! ,0.0,0.0,pos
0,@florist  On myu 1280 x 800 laptop only half your logo &amp; contact info shows on my screen.,neg,  On myu 1280 x 800 laptop only half your logo amp contact info shows on my screen.,-0.08333333333333333,0.5833333333333334,neg
0,@mileycyrus aweeee it's okaiieee miley!!! ,neg, aweeee its okaiieee miley!!! ,0.0,0.0,pos
0,"@DanClausen i almost got this one, but it sold out before i could get to it  may have to go the the sad rat race site",neg, i almost got this one but it sold out before i could get to it  may have to go the the sad rat race site,-0.5,1.0,neg
0,@mike_808 i am alittle BLUE  sux..just thinking..lol...,neg, i am alittle BLUE  sux..just thinking..lol...,0.0,0.1,neg
4,"(@bambii612) Yall im so horny, its rediculous. Ima sleep it off tho. Goodnight ",pos, Yall im so horny its rediculous. Ima sleep it off tho. Goodnight ,0.0,0.0,neg
0,"omg. I want to be at home. I want my laptop, my madda and my baby bradda ",neg,omg. I want to be at home. I want my laptop my madda and my baby bradda ,0.0,0.0,neg
0,Darn movie is sold out ,neg,Darn movie is sold out ,0.0,0.0,neg
4,@uncultured Contra was one of the best games ever.  Its ok to be a Konami nerd ,pos, Contra was one of the best games ever.  Its ok to be a Konami nerd ,0.75,0.4,pos
0,Hunt for a new theme has failed dismally ,neg,Hunt for a new theme has failed dismally ,-0.18181818181818185,0.3772727272727273,pos
4,@xsavedgex Hippo Birdy. ,pos, Hippo Birdy. ,0.0,0.0,pos
4,"@paulagd haha nothing!nothing, I was wrong, IÂ´m sorry ",pos, haha nothing!nothing I was wrong IÂm sorry ,-0.26666666666666666,0.7333333333333334,neg
0,Y does stuff I did wks ago always come bak 2 haunt me? Finally finish a design only 4 it 2 rear its ugly head again ,neg,Y does stuff I did wks ago always come bak 2 haunt me? Finally finish a design only 4 it 2 rear its ugly head again ,-0.2333333333333333,1.0,neg
4,@jackalltimelow thanks for the reminder boo. i'll do that tonight ,pos, thanks for the reminder boo. ill do that tonight ,-0.15,0.6,neg
0,@Olivia_Munn bought your playboy issue... a little disappointing   1 pic,neg, bought your playboy issue... a little disappointing   1 pic,-0.39375,0.6,neg
0,"Working on art.  God, dammit, I hate Mr Cho's insanely boring assignments.  HATE them.  I'm SO far behind now too ",neg,Working on art.  God dammit I hate Mr Chos insanely boring assignments.  HATE them.  Im SO far behind now too ,-0.58,0.9,neg
0,@nickjonas im aboutt to take a final  wish me luckk!!!,neg, im aboutt to take a final  wish me luckk!!!,0.0,1.0,neg
0,"@zachsang Best. Show. EVER. (: YEAH, &amp; i hate that we have to wait til fall ",neg, Best. Show. EVER.  YEAH amp i hate that we have to wait til fall ,0.09999999999999998,0.6,neg
0,"mann i hate wen u sneeze and cough at the same timee , it hurtss ",neg,mann i hate wen u sneeze and cough at the same timee  it hurtss ,-0.4,0.5125,neg
4,@vishwaskasat yeah i like her as she outwit Calvin  and ofcourse i like calvin too,pos, yeah i like her as she outwit Calvin  and ofcourse i like calvin too,0.0,0.0,pos
4,I'm hungry. Lol. Will grab something to eat. ,pos,Im hungry. Lol. Will grab something to eat. ,0.8,0.7,neg
0,"orking in the graden doesn't work, not even in the shadow... can't see anything on my screen ",neg,orking in the graden doesnt work not even in the shadow... cant see anything on my screen ,0.0,0.0,neg
0,Another beautiful day and I am stuck inside until atleast 3pm with all this work ,neg,Another beautiful day and I am stuck inside until atleast 3pm with all this work ,0.85,1.0,neg
0,Listening to Depeche Mode while putting my clothes. I'm addicted to Precious. Why?? Ok so don't feel like working anymore!!! ,neg,Listening to Depeche Mode while putting my clothes. Im addicted to Precious. Why?? Ok so dont feel like working anymore!!! ,0.3588541666666667,0.7000000000000001,neg
4,Was 8 days to go.  http://tinyurl.com/p7qxkq,pos,Was 8 days to go.  ,0.0,0.0,neg
0,"Just got done with volleyball tryouts,  didnt do so well  i needs to step it up.",neg,Just got done with volleyball tryouts  didnt do so well  i needs to step it up.,0.0,0.0,neg
0,Yay! Evan is safe! I'm thinking Asuka and Vitolio will be in the bottom three  #sytycd,neg,Yay! Evan is safe! Im thinking Asuka and Vitolio will be in the bottom three  sytycd,0.625,0.5,neg
0,My ball didn't come out of the hole. ,neg,My ball didnt come out of the hole. ,0.0,0.0,neg
0,This is bad. I lost one follower.  I need eleven more. ,neg,This is bad. I lost one follower.  I need eleven more. ,-0.09999999999999992,0.5833333333333333,neg
4,"http://twitpic.com/67i35 - Lol, Lotus is geeting so big that he can't fit to sit at his favorite places (ex, My lap when i twitt) ",pos,  Lol Lotus is geeting so big that he cant fit to sit at his favorite places ex My lap when i twitt ,0.425,0.55,neg
0,"is on the 2nd train of the day, going to cambridge! and its packed with drunks! ",neg,is on the 2nd train of the day going to cambridge! and its packed with drunks! ,0.0,0.0,pos
4,"@trishababycakes McFly's awesome music that Tom and your deary mostly compose, Mrs. Jones.  ",pos, McFlys awesome music that Tom and your deary mostly compose Mrs. Jones.  ,0.75,0.75,pos
4,"Jealousy is ssoooo ugly! But I'm going to work with my head held high, take that bitches  Happy Birthday to me!",pos,Jealousy is ssoooo ugly! But Im going to work with my head held high take that bitches  Happy Birthday to me!,0.095,0.8466666666666667,neg
4,Yum Ninfas mexican cafe!! Soo good! I'm extra full now  Loves the Galleria!!,pos,Yum Ninfas mexican cafe!! Soo good! Im extra full now  Loves the Galleria!!,0.35546875,0.3125,pos
4,@SprinkleUWitLuv I know!!  It's gonna be wild!,pos, I know!!  Its gonna be wild!,0.125,0.4,pos
0,@vanessalantin i feel like i havent seen you three in forever! ,neg, i feel like i havent seen you three in forever! ,0.0,0.0,neg
0,@rachaelwilliams haha did he have his inside you at the time? lol @JimHedley yeah i know  fucking google ,neg, haha did he have his inside you at the time? lol  yeah i know  fucking google ,0.13333333333333333,0.6,pos
0,"(4 x champagne) + (2 x rum n coke) made me a screamer on the dancefloor, literally. I think I scared away the boys ",neg,4 x champagne  2 x rum n coke made me a screamer on the dancefloor literally. I think I scared away the boys ,0.0,0.0,neg
0,@MFJew nah.we dont drink oj this late in cali..id send the real oj your way....but.....oj simpson got life..  ,neg, nah.we dont drink oj this late in cali..id send the real oj your way....but.....oj simpson got life..  ,-0.04999999999999999,0.45,neg
0,i wish i was a skater/surfer in the mid 70s ,neg,i wish i was a skatersurfer in the mid 70s ,0.0,0.0,neg
0,#Neogaf is already dying from 500s ,neg,Neogaf is already dying from 500s ,0.0,0.0,pos
0,"@DawnRichard ...guess not.  lol.  Damn, I must be slow.  I missed the call from u, I missed the top 20....one day. lol.",neg, ...guess not.  lol.  Damn I must be slow.  I missed the call from u I missed the top 20....one day. lol.,0.15,0.575,neg
4,Refreshed. Sleeping in bed feels much better after a camping trip ,pos,Refreshed. Sleeping in bed feels much better after a camping trip ,0.5,0.5,pos
4,Today was a good day ,pos,Today was a good day ,0.7,0.6000000000000001,pos
0,@lyraelson I'm short  and fat. So many spots. Wow. I need to do some exercisie. I shouldn't have eaten that yogurt. How do you deal with,neg, Im short  and fat. So many spots. Wow. I need to do some exercisie. I shouldnt have eaten that yogurt. How do you deal with,0.2,0.6,neg
4,Sunday afternoon nap ,pos,Sunday afternoon nap ,0.0,0.0,pos
4,@mpaige31 i'm back. miss me? ,pos, im back. miss me? ,0.0,0.0,neg
4,"@ShaylaMenhusen thanks! It went really well, i was proud of my self ",pos, thanks! It went really well i was proud of my self ,0.4166666666666667,0.4666666666666666,pos
0,:sight: finally I approved it all... fuih... dunno.... I hope my heart can still stand of this kind of pain... ,neg,sight finally I approved it all... fuih... dunno.... I hope my heart can still stand of this kind of pain... ,0.3,0.95,neg
0,@backstreetboys :sigh:absolutely !!! Although we've never seen you face to face ... we miss you so much!!!! ugh..  pls come to TURKEY! ,neg, sighabsolutely !!! Although weve never seen you face to face ... we miss you so much!!!! ugh..  pls come to TURKEY! ,0.6103515625,0.2,neg
0,Big Bad Bang it out BBQ at the Messing's tonight...summer is over for Steffy   http://twitpic.com/6c8m5,neg,Big Bad Bang it out BBQ at the Messings tonight...summer is over for Steffy   ,-0.3499999999999999,0.3833333333333333,neg
4,I'm going to bed. It's day already. ,pos,Im going to bed. Its day already. ,0.0,0.0,neg
4,@TerrenceJ106. U should have told her and that voice box gone b bad 2 if ur ass keep on smokin them cancer sticks  lol,pos,. U should have told her and that voice box gone b bad 2 if ur ass keep on smokin them cancer sticks  lol,0.0500000000000001,0.6833333333333333,neg
4,@UniqueGuitarist listening to music hehe ,pos, listening to music hehe ,0.0,0.0,pos
0,@SOCguitar11 I don't wanna talk about it ,neg, I dont wanna talk about it ,0.0,0.0,neg
4,@LolKate18 You like Ladyhawke? You are so cool ,pos, You like Ladyhawke? You are so cool ,0.35,0.65,pos
0,FAIL! @JayPeezie: Tried to get invited to a wedding last night by sweet talking the Hen's sister and mum...I failed my challenge ,neg,FAIL!  Tried to get invited to a wedding last night by sweet talking the Hens sister and mum...I failed my challenge ,-0.19375,0.32916666666666666,neg
0,@karalinagirl well you don't have to make all of us jealous ,neg, well you dont have to make all of us jealous ,0.0,0.0,pos
4,Rushing 2 Best But 2 get my Chickenfoot CD &amp; magical wristband that gets me their autograph later 2niight!  ,pos,Rushing 2 Best But 2 get my Chickenfoot CD amp magical wristband that gets me their autograph later 2niight!  ,0.5,0.43333333333333335,pos
4,Oho! He's not on his phone for once! ,pos,Oho! Hes not on his phone for once! ,0.0,0.0,neg
4,It hasn't stopped raining all afternoon; the weather is normal again (for now). Bring on the champorado! ,pos,It hasnt stopped raining all afternoon the weather is normal again for now. Bring on the champorado! ,0.1875,0.6499999999999999,neg
4,"@restylestari hi nyesh, r u on9 nw ?  yeph, bt not really in to it, jz dorama wif ma fave actor in it :p loll~  hw bout jap-style ?? )",pos, hi nyesh r u on9 nw ?  yeph bt not really in to it jz dorama wif ma fave actor in it p loll  hw bout japstyle ?? ,-0.1,0.2,neg
0,i need twitter friends  britt is making fun of me.,neg,i need twitter friends  britt is making fun of me.,0.3,0.2,pos
0,Wow horrible nightmare. I keep having the same nightmare again but it's like the story continues from same spot I woke up last time ,neg,Wow horrible nightmare. I keep having the same nightmare again but its like the story continues from same spot I woke up last time ,-0.18,0.4633333333333334,neg
0,I'm SO tired right now! Socializing and being sleepy don't mix ,neg,Im SO tired right now! Socializing and being sleepy dont mix ,-0.021428571428571463,0.6178571428571429,neg
0,Re: Drew's Sub. No bike....  View: http://bit.ly/IK0Oy  by bikingnut,neg,Re Drews Sub. No bike....  View   by bikingnut,0.0,0.0,pos
4,"@TheLastDoctor Hello to you too, thanks for the follow ",pos, Hello to you too thanks for the follow ,0.2,0.2,pos
0,going to my grandparents tomorrow! looking forward to some good runs in their garden... unfortuantely i need to get in the car ... bleah ,neg,going to my grandparents tomorrow! looking forward to some good runs in their garden... unfortuantely i need to get in the car ... bleah ,0.7,0.6000000000000001,neg
0,i could use a break. straight from school to work. ,neg,i could use a break. straight from school to work. ,0.2,0.4,neg
4,@yat4ever i love that quote! ,pos, i love that quote! ,0.625,0.6,pos
4,@TenorRyan I'm painting the office...only room left in the condo to be done.  I just finished.  I think I need another G&amp;T ,pos, Im painting the office...only room left in the condo to be done.  I just finished.  I think I need another GampT ,0.0,0.0,pos
4,"@DamienCripps Hey Damien, cheers for the follow and the email - will have a read and get back to you ",pos, Hey Damien cheers for the follow and the email  will have a read and get back to you ,0.0,0.0,pos
4,@Caprismama  I am SO there!!!  I'm all about free stuff  Nice talking 2 U!!!,pos,  I am SO there!!!  Im all about free stuff  Nice talking 2 U!!!,0.7,0.9,pos
